country,language,phi_i,theta_c,delta_y_index
C08,PHP,0.7106295088920038,0.4008026102435568,0.284822162080012
C08,Python,0.7106295088920038,0.3586752880861898,0.25488524382438704
C08,C,0.7106295088920038,0.32397081257950744,0.2302232194387188
C08,TypeScript,0.7106295088920038,0.27926839786402763,0.1984563644231707
C08,Ruby,0.7106295088920038,0.2460279708111528,0.17483473607122577
C08,C#,0.7106295088920038,0.21726812976898832,0.15439714435562032
C09,Java,0.8001182935358186,0.6661289673901726,0.5329819726630018
C09,Go,0.8001182935358186,0.5864529895742565,0.46923176525713334
C09,C++,0.8001182935358186,0.5239278247859652,0.4192042371036799
C09,JavaScript,0.8001182935358186,0.47710440632223433,0.38173996342496597
C09,PHP,0.8001182935358186,0.4008026102435568,0.3206895005527765
C09,Python,0.8001182935358186,0.3586752880861898,0.28698265943699036
C09,C,0.8001182935358186,0.32397081257950744,0.259214973716528
C09,TypeScript,0.8001182935358186,0.27926839786402763,0.22344775393744784
C09,Ruby,0.8001182935358186,0.2460279708111528,0.1968514801674998
C09,C#,0.8001182935358186,0.21726812976898832,0.17384020523048174
C10,Java,1.3157992925187556,0.6661289673901726,0.8764920240182383
C10,Go,1.3157992925187556,0.5864529895742565,0.7716544287773158
C10,C++,1.3157992925187556,0.5239278247859652,0.6893838611842635
C10,JavaScript,1.3157992925187556,0.47710440632223433,0.6277736402963768
C10,PHP,1.3157992925187556,0.4008026102435568,0.5273757909981426
C10,Python,1.3157992925187556,0.3586752880861898,0.4719446903077694
C10,C,1.3157992925187556,0.32397081257950744,0.42628056598884223
C10,TypeScript,1.3157992925187556,0.27926839786402763,0.3674611603323339
C10,Ruby,1.3157992925187556,0.2460279708111528,0.3237234299331399
C10,C#,1.3157992925187556,0.21726812976898832,0.285881251436908
C11,Java,0.789575477013103,0.6661289673901726,0.5259590971793413
C11,Go,0.789575477013103,0.5864529895742565,0.46304889898885393
C11,C++,0.789575477013103,0.5239278247859652,0.41368056217581595
C11,JavaScript,0.789575477013103,0.47710440632223433,0.3767099392069315
C11,PHP,0.789575477013103,0.4008026102435568,0.31646391217115316
C11,Python,0.789575477013103,0.3586752880861898,0.28320121168346546
C11,C,0.789575477013103,0.32397081257950744,0.25579940888078717
C11,TypeScript,0.789575477013103,0.27926839786402763,0.22050347845817467
C11,Ruby,0.789575477013103,0.2460279708111528,0.19425765241178175
C11,C#,0.789575477013103,0.21726812976898832,0.17154958720209373
C12,Java,1.4423009343178066,0.6661289673901726,0.9607584320430016
C12,Go,1.4423009343178066,0.5864529895742565,0.845841694796421
C12,C++,1.4423009343178066,0.5239278247859652,0.7556615912038938
C12,JavaScript,1.4423009343178066,0.47710440632223433,0.688128131005701
C12,PHP,1.4423009343178066,0.4008026102435568,0.5780779792312977
C12,Python,1.4423009343178066,0.3586752880861898,0.51731770312342
C12,C,1.4423009343178066,0.32397081257950744,0.4672634056751226
C12,TypeScript,1.4423009343178066,0.27926839786402763,0.402789071164724
C12,Ruby,1.4423009343178066,0.2460279708111528,0.35484637216923975
C12,C#,1.4423009343178066,0.21726812976898832,0.3133660265632943
C13,Java,1.0236632796438037,0.6661289673901726,0.6818917634243644
C13,Go,1.0236632796438037,0.5864529895742565,0.6003303906644968
C13,C++,1.0236632796438037,0.5239278247859652,0.5363256754170452
C13,JavaScript,1.0236632796438037,0.47710440632223433,0.4883942613083283
C13,PHP,1.0236632796438037,0.4008026102435568,0.4102869144917165
C13,Python,1.0236632796438037,0.3586752880861898,0.36716272172949516
C13,C,1.0236632796438037,0.32397081257950744,0.3316370245140066
C13,TypeScript,1.0236632796438037,0.27926839786402763,0.28587680405836113
C13,Ruby,1.0236632796438037,0.2460279708111528,0.2518497994846547
C13,C#,1.0236632796438037,0.21726812976898832,0.2224094062813981
C14,Java,1.4909767609375257,0.6661289673901726,0.9931828101660582
C14,Go,1.4909767609375257,0.5864529895742565,0.8743877788375535
C14,C++,1.4909767609375257,0.5239278247859652,0.7811642111644219
C14,JavaScript,1.4909767609375257,0.47710440632223433,0.7113515823673461
C14,PHP,1.4909767609375257,0.4008026102435568,0.5975873775962439
C14,Python,1.4909767609375257,0.3586752880861898,0.5347765192590812
C14,C,1.4909767609375257,0.32397081257950744,0.4830329527780922
C14,TypeScript,1.4909767609375257,0.27926839786402763,0.41638269127952016
C14,Ruby,1.4909767609375257,0.2460279708111528,0.3668219870200447
C14,C#,1.4909767609375257,0.21726812976898832,0.32394173237792023
C15,Java,0.9909803102046817,0.6661289673901726,0.6601206907406375
C15,Go,0.9909803102046817,0.5864529895742565,0.5811633655287597
C15,C++,0.9909803102046817,0.5239278247859652,0.5192021583312599
C15,JavaScript,0.9909803102046817,0.47710440632223433,0.47280107257722825
C15,PHP,0.9909803102046817,0.4008026102435568,0.39718749503000605
C15,Python,0.9909803102046817,0.3586752880861898,0.35544014825040593
C15,C,0.9909803102046817,0.32397081257950744,0.3210486963473031
C15,TypeScript,0.9909803102046817,0.27926839786402763,0.2767494835456586
C15,Ruby,0.9909803102046817,0.2460279708111528,0.24380887483346458
C15,C#,0.9909803102046817,0.21726812976898832,0.21530843863606308
C16,Java,1.4685096589142979,0.6661289673901726,0.9782168226950758
C16,Go,1.4685096589142979,0.5864529895742565,0.8612118796889617
C16,C++,1.4685096589142979,0.5239278247859652,0.7693930712721478
C16,JavaScript,1.4685096589142979,0.47710440632223433,0.700632428994773
C16,PHP,1.4685096589142979,0.4008026102435568,0.5885825044607258
C16,Python,1.4685096589142979,0.3586752880861898,0.5267181249684382
C16,C,1.4685096589142979,0.32397081257950744,0.47575426747932037
C16,TypeScript,1.4685096589142979,0.27926839786402763,0.41010833969284566
C16,Ruby,1.4685096589142979,0.2460279708111528,0.3612944514992628
C16,C#,1.4685096589142979,0.21726812976898832,0.3190603471400044
C17,Java,0.5441194055871579,0.6661289673901726,0.362453697780728
C17,Go,0.5441194055871579,0.5864529895742565,0.31910045209195614
C17,C++,0.5441194055871579,0.5239278247859652,0.285079296593112
C17,JavaScript,0.5441194055871579,0.47710440632223433,0.259601765971068
C17,PHP,0.5441194055871579,0.4008026102435568,0.21808447804350545
C17,Python,0.5441194055871579,0.3586752880861898,0.1951621845522602
C17,C,0.5441194055871579,0.32397081257950744,0.1762788059683501
C17,TypeScript,0.5441194055871579,0.27926839786402763,0.15195535464505264
C17,Ruby,0.5441194055871579,0.2460279708111528,0.1338685932355791
C17,C#,0.5441194055871579,0.21726812976898832,0.11821980562293541
C18,Java,1.39720690686202,0.6661289673901726,0.9307199940984144
C18,Go,1.39720690686202,0.5864529895742565,0.8193961675830315
C18,C++,1.39720690686202,0.5239278247859652,0.7320355754881449
C18,JavaScript,1.39720690686202,0.47710440632223433,0.6666135718077294
C18,PHP,1.39720690686202,0.4008026102435568,0.5600041753206237
C18,Python,1.39720690686202,0.3586752880861898,0.5011435898347493
C18,C,1.39720690686202,0.32397081257950744,0.4526542569577888
C18,TypeScript,1.39720690686202,0.27926839786402763,0.39019573436391003
C18,Ruby,1.39720690686202,0.2460279708111528,0.34375198009859015
C18,C#,1.39720690686202,0.21726812976898832,0.30356853155422414
C19,Java,0.929911287904792,0.6661289673901726,0.6194408459764846
C19,Go,0.929911287904792,0.5864529895742565,0.5453492548306125
C19,C++,0.929911287904792,0.5239278247859652,0.48720639831587315
C19,JavaScript,0.929911287904792,0.47710440632223433,0.44366477294816015
C19,PHP,0.929911287904792,0.4008026102435568,0.3727108714871883
C19,Python,0.929911287904792,0.3586752880861898,0.33353619908385107
C19,C,0.929911287904792,0.32397081257950744,0.30126411556937177
C19,TypeScript,0.929911287904792,0.27926839786402763,0.2596948355288458
C19,Ruby,0.929911287904792,0.2460279708111528,0.22878418719760168
C19,C#,0.929911287904792,0.21726812976898832,0.20204008637414542
C20,Java,1.6410596514089824,0.6661289673901726,1.0931573710187419
C20,Go,1.6410596514089824,0.5864529895742565,0.962404338638485
C20,C++,1.6410596514089824,0.5239278247859652,0.8597968135067224
C20,JavaScript,1.6410596514089824,0.47710440632223433,0.7829567907248554
C20,PHP,1.6410596514089824,0.4008026102435568,0.6577409918501015
C20,Python,1.6410596514089824,0.3586752880861898,0.5886075432357389
C20,C,1.6410596514089824,0.32397081257950744,0.5316554287584112
C20,TypeScript,1.6410596514089824,0.27926839786402763,0.45829609964828616
C20,Ruby,1.6410596514089824,0.2460279708111528,0.40374657601620967
C20,C#,1.6410596514089824,0.21726812976898832,0.3565499613009775
C21,Java,0.6203924325698437,0.6661289673901726,0.41326137048442724
C21,Go,0.6203924325698437,0.5864529895742565,0.36383099678983016
C21,C++,0.6203924325698437,0.5239278247859652,0.3250408577099918
C21,JavaScript,0.6203924325698437,0.47710440632223433,0.29599196322804205
C21,PHP,0.6203924325698437,0.4008026102435568,0.24865490634934315
C21,Python,0.6203924325698437,0.3586752880861898,0.22251943447848077
C21,C,0.6203924325698437,0.32397081257950744,0.20098904049782954
C21,TypeScript,0.6203924325698437,0.27926839786402763,0.17325600069074704
C21,Ruby,0.6203924325698437,0.2460279708111528,0.1526338912917536
C21,C#,0.6203924325698437,0.21726812976898832,0.13479150354728314
C22,Java,0.7644129406436387,0.6661289673901726,0.5091976028106323
C22,Go,0.7644129406436387,0.5864529895742565,0.44829225430971065
C22,C++,0.7644129406436387,0.5239278247859652,0.4004972092296648
C22,JavaScript,0.7644129406436387,0.47710440632223433,0.3647047822308166
C22,PHP,0.7644129406436387,0.4008026102435568,0.30637870191392347
C22,Python,0.7644129406436387,0.3586752880861898,0.27417603170216864
C22,C,0.7644129406436387,0.32397081257950744,0.24764748152661042
C22,TypeScript,0.7644129406436387,0.27926839786402763,0.21347637724007903
C22,Ruby,0.7644129406436387,0.2460279708111528,0.18806696464834063
C22,C#,0.7644129406436387,0.21726812976898832,0.16608256998485607
C23,Java,0.46623061907615676,0.6661289673901726,0.3105697208508812
C23,Go,0.46623061907615676,0.5864529895742565,0.2734223403882685
C23,C++,0.46623061907615676,0.5239278247859652,0.24427119410118475
C23,JavaScript,0.46623061907615676,0.47710440632223433,0.22244068272357756
C23,PHP,0.46623061907615676,0.4008026102435568,0.18686644910119304
C23,Python,0.46623061907615676,0.3586752880861898,0.16722540161174315
C23,C,0.46623061907615676,0.32397081257950744,0.1510451125115493
C23,TypeScript,0.46623061907615676,0.27926839786402763,0.13020347802455207
C23,Ruby,0.46623061907615676,0.2460279708111528,0.1147057731413344
C23,C#,0.46623061907615676,0.21726812976898832,0.10129705464771419
C24,Java,1.3319647650244928,0.6661289673901726,0.8872603135258592
C24,Go,1.3319647650244928,0.5864529895742565,0.7811347184561859
C24,C++,1.3319647650244928,0.5239278247859652,0.6978534020308318
C24,JavaScript,1.3319647650244928,0.47710440632223433,0.635486258459145
C24,PHP,1.3319647650244928,0.4008026102435568,0.5338549545742625
C24,Python,1.3319647650244928,0.3586752880861898,0.47774284581581405
C24,C,1.3319647650244928,0.32397081257950744,0.43151770725225763
C24,TypeScript,1.3319647650244928,0.27926839786402763,0.37197566593972614
C24,Ruby,1.3319647650244928,0.2460279708111528,0.3277005883309299
C24,C#,1.3319647650244928,0.21726812976898832,0.28939349341506154
C25,Java,0.5625197397471186,0.6661289673901726,0.3747106933743367
C25,Go,0.5625197397471186,0.5864529895742565,0.3298913830692304
C25,C++,0.5625197397471186,0.5239278247859652,0.2947197436448751
C25,JavaScript,0.5625197397471186,0.47710440632223433,0.26838064647658677
C25,PHP,0.5625197397471186,0.4008026102435568,0.22545938000417134
C25,Python,0.5625197397471186,0.3586752880861898,0.20176192970796628
C25,C,0.5625197397471186,0.32397081257950744,0.18223997717788704
C25,TypeScript,0.5625197397471186,0.27926839786402763,0.1570939864860676
C25,Ruby,0.5625197397471186,0.2460279708111528,0.13839559011120134
C25,C#,0.5625197397471186,0.21726812976898832,0.1222176118129945
C26,Java,0.5800746556407305,0.6661289673901726,0.38640453137116976
C26,Go,0.5800746556407305,0.5864529895742565,0.34018651597676375
C26,C++,0.5800746556407305,0.5239278247859652,0.30391725254331575
C26,JavaScript,0.5800746556407305,0.47710440632223433,0.27675617420204524
C26,PHP,0.5800746556407305,0.4008026102435568,0.23249543611693713
C26,Python,0.5800746556407305,0.3586752880861898,0.20805844422343636
C26,C,0.5800746556407305,0.32397081257950744,0.1879272575447054
C26,TypeScript,0.5800746556407305,0.27926839786402763,0.16199651972231432
C26,Ruby,0.5800746556407305,0.2460279708111528,0.14271459044626714
C26,C#,0.5800746556407305,0.21726812976898832,0.12603173555745145
C27,Java,0.993275070583047,0.6661289673901726,0.6616492971018859
C27,Go,0.993275070583047,0.5864529895742565,0.5825091346130086
C27,C++,0.993275070583047,0.5239278247859652,0.5204044471447019
C27,JavaScript,0.993275070583047,0.47710440632223433,0.47389591286520005
C27,PHP,0.993275070583047,0.4008026102435568,0.3981072409795383
C27,Python,0.993275070583047,0.3586752880861898,0.3562632220902049
C27,C,0.993275070583047,0.32397081257950744,0.32179213173175736
C27,TypeScript,0.993275070583047,0.27926839786402763,0.2773903376000065
C27,Ruby,0.993275070583047,0.2460279708111528,0.2443734500728516
C27,C#,0.993275070583047,0.21726812976898832,0.21580701693173848
C28,Java,1.0981648982167824,0.6661289673901726,0.7315194496732792
C28,Go,1.0981648982167824,0.5864529895742565,0.6440220876047411
C28,C++,1.0981648982167824,0.5239278247859652,0.5753591463790197
C28,JavaScript,1.0981648982167824,0.47710440632223433,0.5239393118076349
C28,PHP,1.0981648982167824,0.4008026102435568,0.4401473576831363
C28,Python,1.0981648982167824,0.3586752880861898,0.3938846112340458
C28,C,1.0981648982167824,0.32397081257950744,0.3557733744215831
C28,TypeScript,1.0981648982167824,0.27926839786402763,0.3066827517155138
C28,Ruby,1.0981648982167824,0.2460279708111528,0.27017928152431114
C28,C#,1.0981648982167824,0.21726812976898832,0.23859623361351173
C29,Java,0.7771485459647409,0.6661289673901726,0.5176811584322669
C29,Go,0.7771485459647409,0.5864529895742565,0.4557610881243088
C29,C++,0.7771485459647409,0.5239278247859652,0.4071697472228824
C29,JavaScript,0.7771485459647409,0.47710440632223433,0.37078099564669537
C29,PHP,0.7771485459647409,0.4008026102435568,0.31148316576965296
C29,Python,0.7771485459647409,0.3586752880861898,0.278743978609667
C29,C,0.7771485459647409,0.32397081257950744,0.2517734459311798
C29,TypeScript,0.7771485459647409,0.27926839786402763,0.21703302933393184
C29,Ruby,0.7771485459647409,0.2460279708111528,0.19120027978254311
C29,C#,0.7771485459647409,0.21726812976898832,0.1688496111344479
C30,Java,0.9887664293920998,0.6661289673901726,0.6586459606010274
C30,Go,0.9887664293920998,0.5864529895742565,0.57986502850766
C30,C++,0.9887664293920998,0.5239278247859652,0.5180422445727885
C30,JavaScript,0.9887664293920998,0.47710440632223433,0.4717448202864732
C30,PHP,0.9887664293920998,0.4008026102435568,0.3963001658215551
C30,Python,0.9887664293920998,0.3586752880861898,0.3546460839121647
C30,C,0.9887664293920998,0.32397081257950744,0.3203314635814967
C30,TypeScript,0.9887664293920998,0.27926839786402763,0.2761312165980669
C30,Ruby,0.9887664293920998,0.2460279708111528,0.2432641982295273
C30,C#,0.9887664293920998,0.21726812976898832,0.21482743289238196
C31,Java,0.7927907940278243,0.6661289673901726,0.5281009129821895
C31,Go,0.7927907940278243,0.5864529895742565,0.4649345312645662
C31,C++,0.7927907940278243,0.5239278247859652,0.41536515622533615
C31,JavaScript,0.7927907940278243,0.47710440632223433,0.37824398112237784
C31,PHP,0.7927907940278243,0.4008026102435568,0.31775261962341395
C31,Python,0.7927907940278243,0.3586752880861898,0.28435446644000906
C31,C,0.7927907940278243,0.32397081257950744,0.25684107774674714
C31,TypeScript,0.7927907940278243,0.27926839786402763,0.2214014148895008
C31,Ruby,0.7927907940278243,0.2460279708111528,0.1950487103324282
C31,C#,0.7927907940278243,0.21726812976898832,0.17224817311649662
C32,Java,1.9736335488863719,0.6661289673901726,1.3146944779262806
C32,Go,1.9736335488863719,0.5864529895742565,1.1574432950684623
C32,C++,1.9736335488863719,0.5239278247859652,1.0340415321926417
C32,JavaScript,1.9736335488863719,0.47710440632223433,0.9416292626390769
C32,PHP,1.9736335488863719,0.4008026102435568,0.7910374780579122
C32,Python,1.9736335488863719,0.3586752880861898,0.7078935817233887
C32,C,1.9736335488863719,0.32397081257950744,0.6393996645668949
C32,TypeScript,1.9736335488863719,0.27926839786402763,0.5511734791681921
C32,Ruby,1.9736335488863719,0.2460279708111528,0.48556905715732823
C32,C#,1.9736335488863719,0.21726812976898832,0.4288076700158732
C33,Java,0.6887207453174071,0.6661289673901726,0.4587768388984744
C33,Go,0.6887207453174071,0.5864529895742565,0.4039023400732035
C33,C++,0.6887207453174071,0.5239278247859652,0.3608399619791179
C33,JavaScript,0.6887207453174071,0.47710440632223433,0.3285917023164683
C33,PHP,0.6887207453174071,0.4008026102435568,0.2760410724521047
C33,Python,0.6887207453174071,0.3586752880861898,0.24702711173765637
C33,C,0.6887207453174071,0.32397081257950744,0.22312541950084439
C33,TypeScript,0.6887207453174071,0.27926839786402763,0.1923379391205113
C33,Ruby,0.6887207453174071,0.2460279708111528,0.16944456742598643
C33,C#,0.6887207453174071,0.21726812976898832,0.14963706826821677
C34,Java,0.7789065718249663,0.6661289673901726,0.5188522303831841
C34,Go,0.7789065718249663,0.5864529895742565,0.4567920876457868
C34,C++,0.7789065718249663,0.5239278247859652,0.40809082588774775
C34,JavaScript,0.7789065718249663,0.47710440632223433,0.3716197575310373
C34,PHP,0.7789065718249663,0.4008026102435568,0.3121877871233069
C34,Python,0.7789065718249663,0.3586752880861898,0.27937453904154624
C34,C,0.7789065718249663,0.32397081257950744,0.2523429949976528
C34,TypeScript,0.7789065718249663,0.27926839786402763,0.2175239903993205
C34,Ruby,0.7789065718249663,0.2460279708111528,0.19163280331756788
C34,C#,0.7789065718249663,0.21726812976898832,0.16923157412518458
C35,Java,1.4206418298441856,0.6661289673901726,0.9463306751453926
C35,Go,1.4206418298441856,0.5864529895742565,0.8331396482263649
C35,C++,1.4206418298441856,0.5239278247859652,0.7443137837102175
C35,JavaScript,1.4206418298441856,0.47710440632223433,0.6777944768243428
C35,PHP,1.4206418298441856,0.4008026102435568,0.5693969536227325
C35,Python,1.4206418298441856,0.3586752880861898,0.5095491175866551
C35,C,1.4206418298441856,0.32397081257950744,0.46024648799905915
C35,TypeScript,1.4206418298441856,0.27926839786402763,0.3967403677592063
C35,Ruby,1.4206418298441856,0.2460279708111528,0.349517626646008
C35,C#,1.4206418298441856,0.21726812976898832,0.30866019344183954
C36,Java,1.1363491863309294,0.6661289673901726,0.7569551100852848
C36,Go,1.1363491863309294,0.5864529895742565,0.6664153775240474
C36,C++,1.1363491863309294,0.5239278247859652,0.5953649573916653
C36,JavaScript,1.1363491863309294,0.47710440632223433,0.5421572039191721
C36,PHP,1.1363491863309294,0.4008026102435568,0.4554517200295784
C36,Python,1.1363491863309294,0.3586752880861898,0.4075803717737535
C36,C,1.1363491863309294,0.32397081257950744,0.3681439692696933
C36,TypeScript,1.1363491863309294,0.27926839786402763,0.31734641668073005
C36,Ruby,1.1363491863309294,0.2460279708111528,0.27957368444590314
C36,C#,1.1363491863309294,0.21726812976898832,0.24689246247863267
C37,Java,0.5796861146080031,0.6661289673901726,0.3861457129342504
C37,Go,0.5796861146080031,0.5864529895742565,0.33995865492654853
C37,C++,0.5796861146080031,0.5239278247859652,0.3037136850851988
C37,JavaScript,0.5796861146080031,0.47710440632223433,0.276570799563294
C37,PHP,0.5796861146080031,0.4008026102435568,0.23233970785683328
C37,Python,0.5796861146080031,0.3586752880861898,0.20791908415658958
C37,C,0.5796861146080031,0.32397081257950744,0.18780138159061224
C37,TypeScript,0.5796861146080031,0.27926839786402763,0.16188801249060014
C37,Ruby,0.5796861146080031,0.2460279708111528,0.14261899848440837
C37,C#,0.5796861146080031,0.21726812976898832,0.12594731797393227
C38,Java,0.7762364379611209,0.6661289673901726,0.5170735768696672
C38,Go,0.7762364379611209,0.5864529895742565,0.4552261796587712
C38,C++,0.7762364379611209,0.5239278247859652,0.40669186846057587
C38,JavaScript,0.7762364379611209,0.47710440632223433,0.37034582489912643
C38,PHP,0.7762364379611209,0.4008026102435568,0.311117590500978
C38,Python,0.7762364379611209,0.3586752880861898,0.2784168280087028
C38,C,0.7762364379611209,0.32397081257950744,0.25147794956008673
C38,TypeScript,0.7762364379611209,0.27926839786402763,0.2167783063930819
C38,Ruby,0.7762364379611209,0.2460279708111528,0.19097587570125185
C38,C#,0.7762364379611209,0.21726812976898832,0.16865143913435407
C39,Java,0.6378577310604202,0.6661289673901726,0.4248955117331161
C39,Go,0.6378577310604202,0.5864529895742565,0.37407357330343555
C39,C++,0.6378577310604202,0.5239278247859652,0.3341914135573972
C39,JavaScript,0.6378577310604202,0.47710440632223433,0.3043247340956292
C39,PHP,0.6378577310604202,0.4008026102435568,0.2556550435730491
C39,Python,0.6378577310604202,0.3586752880861898,0.2287838054460996
C39,C,0.6378577310604202,0.32397081257950744,0.20664728744176525
C39,TypeScript,0.6378577310604202,0.27926839786402763,0.17813350661842736
C39,Ruby,0.6378577310604202,0.2460279708111528,0.15693084323900122
C39,C#,0.6378577310604202,0.21726812976898832,0.13858615628618784
C40,Java,0.9736124645055156,0.6661289673901726,0.6485514656192601
C40,Go,0.9736124645055156,0.5864529895742565,0.5709779404960194
C40,C++,0.9736124645055156,0.5239278247859652,0.5101026607128776
C40,JavaScript,0.9736124645055156,0.47710440632223433,0.46451479686583147
C40,PHP,0.9736124645055156,0.4008026102435568,0.390226417139473
C40,Python,0.9736124645055156,0.3586752880861898,0.3492107311908211
C40,C,0.9736124645055156,0.32397081257950744,0.31542202126338875
C40,TypeScript,0.9736124645055156,0.27926839786402763,0.27189919310290284
C40,Ruby,0.9736124645055156,0.2460279708111528,0.23953589899873753
C40,C#,0.9736124645055156,0.21726812976898832,0.2115349592828889
C41,Java,0.6206518465045492,0.6661289673901726,0.41343417362087925
C41,Go,0.6206518465045492,0.5864529895742565,0.36398313086737544
C41,C++,0.6206518465045492,0.5239278247859652,0.32517677188852123
C41,JavaScript,0.6206518465045492,0.47710440632223433,0.29611573075935144
C41,PHP,0.6206518465045492,0.4008026102435568,0.24875888013150665
C41,Python,0.6206518465045492,0.3586752880861898,0.22261247984624485
C41,C,0.6206518465045492,0.32397081257950744,0.20107308304105054
C41,TypeScript,0.6206518465045492,0.27926839786402763,0.17332844680467585
C41,Ruby,0.6206518465045492,0.2460279708111528,0.1526977143757093
C41,C#,0.6206518465045492,0.21726812976898832,0.1348478659277126
C42,Java,0.9714227941567548,0.6661289673901726,0.6470928627709153
C42,Go,0.9714227941567548,0.5864529895742565,0.5696938017738065
C42,C++,0.9714227941567548,0.5239278247859652,0.508955431490053
C42,JavaScript,0.9714227941567548,0.47710440632223433,0.46347009549404455
C42,PHP,0.9714227941567548,0.4008026102435568,0.3893487915481167
